Fecha;Id_Ick;Zona;Ruta_CE;COP;Servicio Bus;Coche;Viaje Línea;Sentido;Bus;Hora Teórica;Km_Programado;Operador_programado;Operador Ejecutado;KM_Elim_EIC;km EIC;Km Descontados Inicio de Viaje;Km Descontados fin de Viaje;Responsable;Observación;Validador EIC;Titulo Validador;Revisor;Objeta;Pruebas;Observacion_novedad;Responsable_#2
1/10/2021;18116095;SAN CRISTÓBAL;111;BOSA;CDGS40004;4;5;Ida;Z15-4103;1:32:30 p. m.;67,851;156727;156727;0,62;67231;0;0;CCZ;Acciones de Regulación;0;km por mejor escenario con formula basica;;;;;
1/10/2021;18116116;USAQUÉN;BK905;TOBERÍN;CNJFSG008;27;1;Ida;Z13-2005;7:20:15 p. m.;54,273;108739;;2,161;52112;-2,161;0;Retoma Efectiva;F2 inicio_fin Ruta;3;km por formula basica - inicio y fin de ruta;;;;;
1/10/2021;18097654;USAQUÉN;CB130;CONEJERA;CNJLN0003;3;6;Ida;Z10-4570;7:50:00 p. m.;35,683;109779;;0,851;34832;0;-1;Cop;F2 inicio_fin Ruta;3;km por formula basica - inicio y fin de ruta;;;;;
1/10/2021;18116159;SAN CRISTÓBAL;228;CRUCES;CDGV40002;2;3;Ida;Z15-4265;6:24:00 a. m.;31,957;158109;158109;0,406;31551;0;0;CCZ;Acciones de Regulación;2;km por formula basica;;;;;
1/10/2021;18116181;USAQUÉN;37;ENGATIVÁ;CNJJZ0001;1;4;Ida;Z10-4380;10:57:45 a. m.;37,356;106573;;4,336;3302;0;0;CCZ;Acciones de Regulación;2;km por formula basica;;;;;
1/10/2021;18126259;USAQUÉN;320;SUBA;CNJL60002;2;4;Ida;Z10-2154;8:42:00 p. m.;47,296;108436;;0,838;46458;0;0;Cop;Estados de Localización;1;Km por mejor escenario con estados de localizacion del viaje;;;;;
1/10/2021;18116194;USAQUÉN;661;SAN FRANCISCO;CNJGIG024;42;4;Vuelta;;5:47:00 p. m.;41,69;110301;;41,69;0;0;0;Operatividad;Congestión vehicular;8;km cero por eliminación de viajes desde SAE ;;;;;
1/10/2021;18106732;USAQUÉN;BK903;TOBERÍN;CNJKD0006;6;1;Ida;Z10-4651;4:48:00 a. m.;45,015;110400;;0,835;4418;0;0;Cop;Estados de Localización;4;km por estados de localizacion del viaje;;;;;
1/10/2021;18113748;USAQUÉN;BH907;USAQUÉN;CNJJN0004;3;4;Vuelta;Z10-4505;8:13:15 a. m.;42,758;107321;;0,835;41923;0;0;Cop;Estados de Localización;1;Km por mejor escenario con estados de localizacion del viaje;;;;;
1/10/2021;18116212;USAQUÉN;442;ENGATIVÁ;CNJLOG023;32;2;Ida;Z10-4671;9:44:15 p. m.;54,54;110912;;54,54;0;0;0;CCZ;Bus Retrasado;8;km cero por eliminación de viajes desde SAE ;;;;;
1/10/2021;18116248;SAN CRISTÓBAL;148;GAVIOTAS A;CDGOV0005;5;1;Ida;Z15-4184;4:15:00 a. m.;79,596;156796;156796;63,736;1586;0;0;Operatividad;Vandalismo;2;km por formula basica;;;;;
1/10/2021;18138363;USAQUÉN;CB118;SUBA;CNJKH0013;13;4;Ida;Z10-2144;3:44:00 p. m.;40,184;111630;;0,835;39349;0;0;Cop;Estados de Localización;1;Km por mejor escenario con estados de localizacion del viaje;;;;;
1/10/2021;18140515;USAQUÉN;T26;TOBERÍN;CNJBX0006;6;4;Vuelta;Z10-4260;9:59:00 a. m.;29,928;110126;;0,833;29095;0;0;Cop;Estados de Localización;1;Km por mejor escenario con estados de localizacion del viaje;;;;;
1/10/2021;18116311;SAN CRISTÓBAL;LA805;GAVIOTAS A;CDGSNG012;19;2;Ida;Z15-7101;2:51:30 p. m.;36,33;158209;;36,33;0;0;0;CCZ;Retoma no Efectiva;8;km cero por eliminación de viajes desde SAE ;;;;;
1/10/2021;18116372;USAQUÉN;P49;ENGATIVÁ;CNJL1G011;36;3;Ida;Z10-4528;8:17:30 p. m.;57,96;110952;;0,139;57821;0;0;Retoma Efectiva;Acciones de Regulación;2;km por formula basica;;;;;
1/10/2021;18116380;USAQUÉN;442;ENGATIVÁ;CNJLO0012;12;7;Ida;Z10-4542;7:11:30 p. m.;54,54;105311;;54,54;0;0;0;Operatividad;Congestión vehicular;8;km cero por eliminación de viajes desde SAE ;;;;;
1/10/2021;18116389;USAQUÉN;BK905;TOBERÍN;CNJFSG007;24;2;Ida;Z10-4560;7:04:15 p. m.;54,273;109818;;54,273;0;0;0;Operatividad;Congestión vehicular;8;km cero por eliminación de viajes desde SAE ;;;;;
1/10/2021;18134873;USAQUÉN;BA915;USAQUÉN;CNJKL0015;13;1;Ida;Z10-2267;5:42:00 a. m.;29,583;109840;;0,824;28759;0;0;Cop;Estados de Localización;1;Km por mejor escenario con estados de localizacion del viaje;;;;;
1/10/2021;18116406;USAQUÉN;BH907;USAQUÉN;CNJJNG022;51;2;Vuelta;Z10-7275;9:46:00 a. m.;42,758;105640;;0,887;41871;0;0;Retoma Efectiva;Estados de Localización;1;Km por mejor escenario con estados de localizacion del viaje;;;;;
1/10/2021;18116415;SAN CRISTÓBAL;LK801;GAVIOTAS B;CDGS9G011;15;1;Ida;Z15-2030;9:23:00 a. m.;49,776;157724;;49,776;0;0;0;Mtto;Concesionario no envía móvil;8;km cero por eliminación de viajes desde SAE ;;;;;
1/10/2021;18105275;USAQUÉN;BK903;TOBERÍN;CNJKD0013;13;1;Ida;Z10-2037;6:22:00 a. m.;45,015;110577;;0,822;44193;0;0;Cop;Estados de Localización;4;km por estados de localizacion del viaje;;;;;
1/10/2021;18116469;USAQUÉN;BA900;TOBERÍN;CNJLK0009;9;1;Ida;Z10-4499;5:37:00 a. m.;43,715;110789;;31,218;12497;0;0;CCZ;Limitación de recorrido;0;km por mejor escenario con formula basica;;;;;
1/10/2021;18116479;USAQUÉN;18-jul;TOBERÍN;CNJH70001;1;6;Ida;Z10-2089;8:14:00 a. m.;7,573;110042;;7,573;0;0;0;Mtto;Bus varado en la vía;8;km cero por eliminación de viajes desde SAE ;;;;;
1/10/2021;18116480;USAQUÉN;E44;SAN FRANCISCO;CNJLS0006;11;5;Ida;Z10-4393;12:16:30 p. m.;51,399;111539;;51,399;0;0;0;Cop;No se presenta operador a realizar servicio;8;km cero por eliminación de viajes desde SAE ;;;;;
1/10/2021;18143608;USAQUÉN;661;SAN FRANCISCO;CNJGI0022;22;3;Ida;Z10-4669;9:20:00 a. m.;40,993;102675;;0,821;40172;0;0;Cop;Estados de Localización;1;Km por mejor escenario con estados de localizacion del viaje;;;;;
1/10/2021;18116522;USAQUÉN;P49;ENGATIVÁ;CNJL10027;27;5;Ida;Z10-4459;2:44:00 p. m.;57,96;105576;;7,432;50528;0;0;CCZ;Acciones de Regulación;2;km por formula basica;;;;;
1/10/2021;18116576;SAN CRISTÓBAL;228;CRUCES;CDGV4G007;15;2;Vuelta;Z15-4404;4:02:15 p. m.;32,758;157096;;32,758;0;0;0;Mtto;Concesionario no envía móvil;8;km cero por eliminación de viajes desde SAE ;;;;;
1/10/2021;18116577;SAN CRISTÓBAL;139;GAVIOTAS A;CDGK30018;18;5;Ida;Z15-7011;2:13:00 p. m.;54,088;157716;157716;0,052;54036;0;0;CCZ;Acciones de Regulación;2;km por formula basica;;;;;
1/10/2021;18116580;USAQUÉN;T25;TOBERÍN;CNJL3G010;47;3;Vuelta;;5:10:00 p. m.;41,743;103668;;41,743;0;0;0;Retoma Efectiva;Retoma Efectiva;8;km cero por eliminación de viajes desde SAE ;;;;;
1/10/2021;18136122;SAN CRISTÓBAL;T30B;GAVIOTAS A;CDGIT0014;14;1;Ida;Z15-4157;7:19:00 a. m.;43,508;157332;157332;0,815;42693;0;0;Cop;Estados de Localización;1;Km por mejor escenario con estados de localizacion del viaje;;;;;
1/10/2021;18116487;USAQUÉN;BC917;USAQUÉN;CNJML0009;9;3;Ida;Z10-2051;4:31:15 p. m.;36,535;111572;;0,783;35752;0;0;Cop;Estados de Localización;1;Km por mejor escenario con estados de localizacion del viaje;;;;;
1/10/2021;18116629;SAN CRISTÓBAL;228;CRUCES;CDGV40009;9;1;Ida;Z17-4040;5:04:00 a. m.;31,957;157056;157056;0,406;31551;0;0;CCZ;Acciones de Regulación;2;km por formula basica;;;;;
1/10/2021;18116634;USAQUÉN;BH907;USAQUÉN;CNJJN0030;30;3;Ida;Z10-4235;10:40:00 a. m.;42,228;105997;;0,011;42217;0;0;CCZ;Acciones de Regulación;2;km por formula basica;;;;;
1/10/2021;18116652;SAN CRISTÓBAL;139;GAVIOTAS A;CDGK30008;8;7;Ida;Z15-7119;6:26:00 p. m.;54,088;155011;155011;0,052;54036;0;0;CCZ;Acciones de Regulación;0;km por mejor escenario con formula basica;;;;;
1/10/2021;18116659;SAN CRISTÓBAL;111;BOSA;CDGS40038;38;3;Ida;Z17-4031;1:04:00 p. m.;67,851;157878;158324;0,62;67231;0;0;CCZ;Acciones de Regulación;0;km por mejor escenario con formula basica;;;;;
1/10/2021;18116673;SAN CRISTÓBAL;139;GAVIOTAS A;CDGK30028;28;5;Ida;Z15-4163;3:25:00 p. m.;54,088;155393;155393;0,052;54036;0;0;CCZ;Acciones de Regulación;0;km por mejor escenario con formula basica;;;;;
1/10/2021;18116675;USAQUÉN;CB118;SUBA;CNJKH0009;9;4;Ida;Z10-4561;2:57:00 p. m.;40,184;111638;;1,673;38511;0;0;CCZ;Limitación de recorrido;0;km por mejor escenario con formula basica;;;;;
1/10/2021;18116686;SAN CRISTÓBAL;139;GAVIOTAS A;CDGK30043;42;5;Ida;Z15-4133;5:23:00 p. m.;54,088;156672;156672;0,052;54036;0;0;CCZ;Acciones de Regulación;2;km por formula basica;;;;;
1/10/2021;18116695;USAQUÉN;P49;ENGATIVÁ;CNJL10032;32;5;Ida;Z10-4611;4:19:00 p. m.;57,96;110537;;7,431;50529;0;0;CCZ;Acciones de Regulación;0;km por mejor escenario con formula basica;;;;;
1/10/2021;18116711;SAN CRISTÓBAL;139;GAVIOTAS A;CDGK30021;21;7;Ida;Z15-4157;7:54:00 p. m.;54,088;156339;156339;0,052;54036;0;0;CCZ;Acciones de Regulación;0;km por mejor escenario con formula basica;;;;;
1/10/2021;18116713;USAQUÉN;661;SAN FRANCISCO;CNJGIG016;39;4;Vuelta;Z10-2099;4:31:00 p. m.;20,618;111240;;20,618;0;0;0;CCZ;Retoma no Efectiva;8;km cero por eliminación de viajes desde SAE ;;;;;
1/10/2021;18116730;SAN CRISTÓBAL;14-abr;CRUCES;CDGRU0001;1;14;Ida;;4:33:00 p. m.;7,088;155336;;7,088;0;0;0;Mtto;Concesionario no envía móvil;8;km cero por eliminación de viajes desde SAE ;;;;;
1/10/2021;18116158;USAQUÉN;BA900;TOBERÍN;CNJLK0004;4;3;Ida;Z10-2040;9:43:45 a. m.;43,715;110860;;0,779;42936;-0,779;0;Cop;F2 inicio_fin Ruta;3;km por formula basica - inicio y fin de ruta;;;;;
1/10/2021;18132871;SAN CRISTÓBAL;LG807;CRUCES;CDGQS0011;11;1;Ida;Z15-4286;5:50:00 a. m.;35,514;157667;157667;0,779;34735;0;0;Cop;Estados de Localización;1;Km por mejor escenario con estados de localizacion del viaje;;;;;
1/10/2021;18126344;USAQUÉN;344;SUBA;CNJLC0015;15;3;Ida;Z10-4501;4:29:00 p. m.;37,406;108804;;0,754;36652;0;0;Cop;Estados de Localización;1;Km por mejor escenario con estados de localizacion del viaje;;;;;
1/10/2021;18098260;USAQUÉN;E44;SAN FRANCISCO;CNJLS0031;31;1;Ida;Z10-2182;6:17:00 a. m.;51,399;158337;;0,749;5065;0;0;Cop;Estados de Localización;1;Km por mejor escenario con estados de localizacion del viaje;;;;;
1/10/2021;18116861;USAQUÉN;TC10;TOBERÍN;CNJ740002;2;18;Ida;Z10-2065;5:12:30 p. m.;6,956;110469;;6,956;0;0;0;Operatividad;Congestión vehicular;8;km cero por eliminación de viajes desde SAE ;;;;;
1/10/2021;18116910;USAQUÉN;P49;ENGATIVÁ;CNJL10021;21;1;Ida;Z10-4509;5:28:45 a. m.;57,96;110322;;7,285;50675;0;0;CCZ;Acciones de Regulación;2;km por formula basica;;;;;
1/10/2021;18116965;USAQUÉN;330;CALLE 191;CNJJE0044;44;2;Vuelta;Z12-7031;8:54:30 a. m.;47,317;106731;;47,317;0;0;0;Mtto;Bus varado en la vía;8;km cero por eliminación de viajes desde SAE ;;;;;
1/10/2021;18116990;USAQUÉN;291;CALLE 191;CNJLRG002;33;6;Vuelta;;10:39:30 p. m.;37,922;105501;;37,922;0;0;0;Retoma Efectiva;Retoma Efectiva;8;km cero por eliminación de viajes desde SAE ;;;;;
1/10/2021;18117000;USAQUÉN;661;SAN FRANCISCO;CNJGI0003;3;4;Vuelta;Z10-2222;9:10:00 a. m.;41,69;110071;;4,47;3722;0;0;CCZ;Acciones de Regulación;2;km por formula basica;;;;;
1/10/2021;18117001;SAN CRISTÓBAL;111;BOSA;CDGS40016;16;3;Ida;Z15-4241;2:12:30 p. m.;67,851;158139;158139;0,62;67231;0;0;CCZ;Acciones de Regulación;0;km por mejor escenario con formula basica;;;;;
1/10/2021;18117020;USAQUÉN;544B;CALLE 191;CNJAVG010;13;2;Ida;Z10-7025;4:13:30 p. m.;49,647;104257;;49,647;0;0;0;Mtto;Concesionario no envía móvil;8;km cero por eliminación de viajes desde SAE ;;;;;
1/10/2021;18114727;USAQUÉN;344;SUBA;CNJLC0001;1;6;Ida;Z10-4573;5:32:00 p. m.;37,406;103229;;0,749;36657;0;0;Cop;Estados de Localización;1;Km por mejor escenario con estados de localizacion del viaje;;;;;
1/10/2021;18117026;USAQUÉN;T25;TOBERÍN;CNJL3G034;46;3;Ida;Z10-7047;4:23:30 p. m.;40,89;151554;;40,89;0;0;0;Retoma Efectiva;Retoma Efectiva;8;km cero por eliminación de viajes desde SAE ;;;;;
1/10/2021;18117029;USAQUÉN;P49;ENGATIVÁ;CNJL10022;22;1;Ida;Z10-4345;5:36:45 a. m.;57,96;110481;;0,139;57821;0;0;CCZ;Acciones de Regulación;2;km por formula basica;;;;;
1/10/2021;18117045;USAQUÉN;BK901;USAQUÉN;CNJKCG013;16;1;Ida;Z10-4415;9:39:30 a. m.;55,462;109249;;0,054;55408;0;0;Retoma Efectiva;Estados de Localización;1;Km por mejor escenario con estados de localizacion del viaje;;;;;
1/10/2021;18099205;USAQUÉN;344;SUBA;CNJLC0009;9;1;Ida;Z10-4579;5:04:30 a. m.;37,406;110133;;0,748;36658;0;0;Cop;Estados de Localización;1;Km por mejor escenario con estados de localizacion del viaje;;;;;
1/10/2021;18117072;USAQUÉN;330;CALLE 191;CNJJE0046;46;6;Vuelta;Z12-7042;10:43:00 p. m.;47,317;105980;;47,317;0;0;0;Operatividad;Congestión vehicular;8;km cero por eliminación de viajes desde SAE ;;;;;
1/10/2021;18117099;SAN CRISTÓBAL;LK801;GAVIOTAS B;CDGS9G011;15;4;Ida;Z17-2007;9:55:15 p. m.;49,776;157572;;49,776;0;0;0;Operatividad;Congestión vehicular;8;km cero por eliminación de viajes desde SAE ;;;;;
1/10/2021;18117113;SAN CRISTÓBAL;15-mar;CRUCES;CDGOL0005;5;9;Ida;;3:44:00 p. m.;9,479;157963;;9,479;0;0;0;Mtto;Concesionario no envía móvil;8;km cero por eliminación de viajes desde SAE ;;;;;
1/10/2021;18117116;USAQUÉN;37;ENGATIVÁ;CNJJZG009;48;3;Ida;Z10-4585;9:16:15 p. m.;37,356;110835;;0,759;36597;0;0;Retoma Efectiva;Acciones de Regulación;2;km por formula basica;;;;;
1/10/2021;18117122;USAQUÉN;Z8;BOSA;CNJK90039;39;3;Ida;;4:50:00 p. m.;77,935;107819;;77,935;0;0;0;Mtto;Concesionario no envía móvil;8;km cero por eliminación de viajes desde SAE ;;;;;
1/10/2021;18117131;USAQUÉN;BH907;USAQUÉN;CNJJN0031;31;3;Ida;Z10-4701;10:50:00 a. m.;42,228;110603;;0,011;42217;0;0;CCZ;Acciones de Regulación;2;km por formula basica;;;;;
1/10/2021;18117159;USAQUÉN;T795;CONEJERA;CNJLP0004;4;5;Ida;Z10-7160;7:18:45 a. m.;26,51;106453;;1,984;24526;0;0;CCZ;Acciones de Regulación;2;km por formula basica;;;;;
1/10/2021;18117178;USAQUÉN;BK904;USAQUÉN;CNJLD0015;15;3;Ida;Z10-2278;11:54:45 a. m.;43,104;110658;;9,735;33369;0;0;Cop;Aseo;2;km por formula basica;;;;;
1/10/2021;18117239;USAQUÉN;4A;USAQUÉN;CNJKK0018;7;1;Ida;Z10-4384;6:02:45 a. m.;25,471;108101;;25,471;0;0;0;Mtto;Concesionario no envía móvil;8;km cero por eliminación de viajes desde SAE ;;;;;
1/10/2021;18116030;SAN CRISTÓBAL;T13;GAVIOTAS A;CDGR50030;30;5;Ida;Z15-7051;8:56:00 p. m.;66,292;158119;158119;0,743;65549;0;0;Cop;Estados de Localización;1;Km por mejor escenario con estados de localizacion del viaje;;;;;
1/10/2021;18108948;USAQUÉN;T25;TOBERÍN;CNJL30013;14;5;Ida;Z10-7002;8:08:00 a. m.;40,89;151147;;0,738;40152;0;0;Cop;Estados de Localización;1;Km por mejor escenario con estados de localizacion del viaje;;;;;
1/10/2021;18137216;USAQUÉN;BH907;USAQUÉN;CNJJN0006;9;1;Ida;Z10-7287;3:39:00 a. m.;42,228;103850;;0,737;41491;0;0;Cop;Estados de Localización;1;Km por mejor escenario con estados de localizacion del viaje;;;;;
1/10/2021;18117292;USAQUÉN;330;CALLE 191;CNJJE0001;5;3;Ida;Z10-7223;7:16:30 a. m.;51,678;111274;;0,452;51226;0;0;CCZ;Limitación de recorrido;0;km por mejor escenario con formula basica;;;;;
1/10/2021;18126302;USAQUÉN;442;ENGATIVÁ;CNJLO0005;5;7;Ida;Z10-4556;1:40:45 p. m.;54,54;111747;;0,735;53805;0;-1;Cop;F2 inicio_fin Ruta;3;km por formula basica - inicio y fin de ruta;;;;;
1/10/2021;18117375;SAN CRISTÓBAL;L804;CRUCES;CDGJ50003;3;93;Ida;Z15-0028;8:10:00 p. m.;4,651;156825;;4,651;0;0;0;Mtto;Concesionario no envía móvil;8;km cero por eliminación de viajes desde SAE ;;;;;
1/10/2021;18142090;USAQUÉN;442;ENGATIVÁ;CNJLO0002;2;9;Ida;Z10-4538;4:52:45 p. m.;54,54;111118;;0,733;53807;0;-1;Cop;F2 inicio_fin Ruta;3;km por formula basica - inicio y fin de ruta;;;;;
1/10/2021;18117464;USAQUÉN;330;CALLE 191;CNJJEG043;64;1;Ida;Z12-7019;7:05:30 p. m.;51,678;104523;;7,449;44229;-7,449;0;CCZ;F2 inicio_fin Ruta;3;km por formula basica - inicio y fin de ruta;;;;;
1/10/2021;18104122;USAQUÉN;442;ENGATIVÁ;CNJLO0024;24;3;Ida;Z10-4302;11:13:45 a. m.;54,54;151096;;0,732;53808;0;-1;Cop;F2 inicio_fin Ruta;3;km por formula basica - inicio y fin de ruta;;;;;
1/10/2021;18117484;USAQUÉN;P49;ENGATIVÁ;CNJL10015;15;7;Ida;Z10-4336;4:53:30 p. m.;57,96;110530;;0,139;57821;0;0;CCZ;Acciones de Regulación;2;km por formula basica;;;;;
1/10/2021;18117485;SAN CRISTÓBAL;14-abr;CRUCES;CDGRU0002;2;8;Ida;;8:45:00 a. m.;7,088;157876;;7,088;0;0;0;Mtto;Concesionario no envía móvil;8;km cero por eliminación de viajes desde SAE ;;;;;
1/10/2021;18136173;USAQUÉN;442;ENGATIVÁ;CNJLO0015;15;5;Ida;Z10-2034;11:43:45 a. m.;54,54;110317;;0,732;53808;0;-1;Cop;F2 inicio_fin Ruta;3;km por formula basica - inicio y fin de ruta;;;;;
1/10/2021;18117493;USAQUÉN;BK916;TOBERÍN;RTE670803;29;5;Ida;Z13-2001;4:52:00 p. m.;34,029;111700;;0,178;33851;-0,178;0;Retoma Efectiva;F2 inicio_fin Ruta;3;km por formula basica - inicio y fin de ruta;;;;;
1/10/2021;18138252;USAQUÉN;442;ENGATIVÁ;CNJLO0009;9;5;Ida;Z10-4459;10:28:30 a. m.;54,54;103838;;0,732;53808;0;-1;Cop;F2 inicio_fin Ruta;3;km por formula basica - inicio y fin de ruta;;;;;
1/10/2021;18117502;SAN CRISTÓBAL;LK801;GAVIOTAS B;CDGS90013;13;2;Ida;;1:48:00 p. m.;49,776;157505;;49,776;0;0;0;Mtto;Concesionario no envía móvil;8;km cero por eliminación de viajes desde SAE ;;;;;
1/10/2021;18140766;USAQUÉN;BD906;TOBERÍN;CEHHY0003;4;9;Vuelta;Z10-2261;12:36:00 p. m.;33,608;111479;;0,732;32876;0;-1;Cop;F2 inicio_fin Ruta;3;km por formula basica - inicio y fin de ruta;;;;;
1/10/2021;18117564;USAQUÉN;544B;CALLE 191;CNJAVG001;14;3;Ida;Z10-7221;8:54:30 p. m.;49,647;104262;;49,647;0;0;0;Retoma Efectiva;Retoma Efectiva;8;km cero por eliminación de viajes desde SAE ;;;;;
1/10/2021;18102119;USAQUÉN;442;ENGATIVÁ;CNJLO0018;18;5;Ida;Z10-2027;12:27:45 p. m.;54,54;109554;;0,731;53809;0;-1;Cop;F2 inicio_fin Ruta;3;km por formula basica - inicio y fin de ruta;;;;;
1/10/2021;18134206;USAQUÉN;442;ENGATIVÁ;CNJLO0013;13;5;Ida;Z10-4313;11:27:45 a. m.;54,54;110772;;0,731;53809;0;-1;Cop;F2 inicio_fin Ruta;3;km por formula basica - inicio y fin de ruta;;;;;
1/10/2021;18117644;USAQUÉN;BK901;USAQUÉN;CNJKC0002;2;4;Ida;Z10-2126;2:42:45 p. m.;55,462;110221;;55,462;0;0;0;Cop;No se presenta operador a realizar servicio;5;km por viajes 0 SAE;;;;;
1/10/2021;18117648;USAQUÉN;489;USAQUÉN;CNJE00008;8;2;Ida;Z10-2270;9:20:00 a. m.;60,822;110605;;60,822;0;0;0;Cop;No se presenta operador a realizar servicio;8;km cero por eliminación de viajes desde SAE ;;;;;
1/10/2021;18144053;SAN CRISTÓBAL;P7;GAVIOTAS A;CDGUA0009;9;2;Vuelta;Z15-7016;7:05:00 a. m.;25,467;155812;156952;0,729;24738;0;0;Cop;Estados de Localización;1;Km por mejor escenario con estados de localizacion del viaje;;;;;
1/10/2021;18134196;USAQUÉN;T26;TOBERÍN;CNJBX0006;6;3;Ida;Z10-4260;8:19:00 a. m.;29,222;110126;;0,727;28495;0;0;Cop;Estados de Localización;1;Km por mejor escenario con estados de localizacion del viaje;;;;;
1/10/2021;18117687;USAQUÉN;18-jul;TOBERÍN;CNJH70001;1;9;Ida;Z10-4679;11:09:00 a. m.;7,573;111608;;0,237;7336;0;0;CCZ;Acciones de Regulación;2;km por formula basica;;;;;
1/10/2021;18099916;SAN CRISTÓBAL;P7;GAVIOTAS A;CDGUA0005;5;4;Vuelta;Z15-7123;11:04:00 a. m.;25,467;157670;157115;0,718;24749;0;0;Cop;Estados de Localización;1;Km por mejor escenario con estados de localizacion del viaje;;;;;
1/10/2021;18117773;USAQUÉN;330;CALLE 191;CNJJE0049;49;6;Vuelta;Z10-7088;10:52:30 p. m.;47,317;104410;;47,317;0;0;0;Operatividad;Congestión vehicular;8;km cero por eliminación de viajes desde SAE ;;;;;
1/10/2021;18113352;USAQUÉN;13-abr;CRUCES;CNJ790001;1;9;Ida;Z10-2128;12:04:00 p. m.;14,031;111552;;0,717;13314;0;0;Cop;Estados de Localización;1;Km por mejor escenario con estados de localizacion del viaje;;;;;
1/10/2021;18115991;SAN CRISTÓBAL;P7;GAVIOTAS A;CDGUA0005;5;6;Vuelta;Z15-7123;3:55:30 p. m.;25,467;155115;155115;0,713;24754;0;0;Cop;Estados de Localización;1;Km por mejor escenario con estados de localizacion del viaje;;;;;
1/10/2021;18117875;USAQUÉN;291;CALLE 191;CNJLR0006;6;6;Vuelta;Z12-7009;7:25:15 p. m.;37,922;152416;;37,922;0;0;0;Operatividad;Congestión vehicular;8;km cero por eliminación de viajes desde SAE ;;;;;
1/10/2021;18114880;SAN CRISTÓBAL;P7;GAVIOTAS A;CDGUA0015;15;4;Vuelta;Z15-4333;12:23:00 p. m.;25,467;155812;156952;0,7;24767;0;0;Cop;Estados de Localización;1;Km por mejor escenario con estados de localizacion del viaje;;;;;
1/10/2021;18137886;USAQUÉN;T25;TOBERÍN;CNJL30007;8;1;Ida;Z10-7265;3:22:00 a. m.;40,89;151147;;0,698;40192;0;0;Cop;Estados de Localización;1;Km por mejor escenario con estados de localizacion del viaje;;;;;
1/10/2021;18117901;USAQUÉN;403B;ENGATIVÁ;CNJK2G013;24;1;Ida;Z10-2066;1:40:00 p. m.;37,581;107888;;5,678;31903;0;0;Retoma Efectiva;Acciones de Regulación;2;km por formula basica;;;;;
1/10/2021;18133483;USAQUÉN;BC917;USAQUÉN;CNJML0008;8;5;Ida;Z10-4214;4:23:00 p. m.;36,535;111670;;0,697;35838;0;0;Cop;Estados de Localización;1;Km por mejor escenario con estados de localizacion del viaje;;;;;
1/10/2021;18139564;SAN CRISTÓBAL;LH613;GAVIOTAS B;CDGT70002;2;5;Ida;Z15-4100;4:46:00 p. m.;35,443;157679;157679;0,697;34746;0;0;Cop;Estados de Localización;1;Km por mejor escenario con estados de localizacion del viaje;;;;;
1/10/2021;18103792;SAN CRISTÓBAL;P7;GAVIOTAS A;CDGUA0013;13;6;Vuelta;Z15-7037;5:18:00 p. m.;25,467;157717;157717;0,69;24777;0;0;Cop;Estados de Localización;1;Km por mejor escenario con estados de localizacion del viaje;;;;;
1/10/2021;18117966;USAQUÉN;19-mar;CALLE 191;CNJM30002;2;36;Ida;Z10-7248;10:00:00 p. m.;4,743;105551;;4,743;0;0;0;Operatividad;Congestión vehicular;8;km cero por eliminación de viajes desde SAE ;;;;;
1/10/2021;18117984;SAN CRISTÓBAL;LD800;GAVIOTAS B;CDGURG031;39;1;Ida;Z15-2011;6:02:00 p. m.;67,91;157882;;9,309;58601;0;0;Retoma Efectiva;Retoma Efectiva;2;km por formula basica;;;;;
1/10/2021;18118021;USAQUÉN;191;BOSA;CNJKA0010;10;1;Ida;;4:51:00 a. m.;67,583;111246;;67,583;0;0;0;Mtto;Concesionario no envía móvil;8;km cero por eliminación de viajes desde SAE ;;;;;
1/10/2021;18121018;USAQUÉN;291;CALLE 191;CNJLR0029;29;1;Ida;Z10-7041;6:36:30 a. m.;38,396;106620;;0,69;37706;0;0;Cop;Estados de Localización;1;Km por mejor escenario con estados de localizacion del viaje;;;;;
1/10/2021;18118034;USAQUÉN;403B;ENGATIVÁ;CNJK20013;13;5;Ida;Z10-2107;10:28:00 a. m.;37,581;110268;;5,731;3185;0;0;CCZ;Acciones de Regulación;2;km por formula basica;;;;;
1/10/2021;18118044;USAQUÉN;E44;SAN FRANCISCO;CNJLS0018;16;4;Vuelta;Z10-2221;2:41:00 p. m.;47,366;109640;;3,505;43861;0;0;CCZ;Acciones de Regulación;0;km por mejor escenario con formula basica;;;;;
1/10/2021;18118048;USAQUÉN;13-may;CRUCES;CNJ7C0003;3;6;Ida;Z10-4547;11:29:00 a. m.;15,705;110299;;1,439;14266;0;0;CCZ;Acciones de Regulación;0;km por mejor escenario con formula basica;;;;;
1/10/2021;18118084;SAN CRISTÓBAL;111;BOSA;CDGS40001;1;7;Ida;Z15-4085;7:37:00 p. m.;67,851;157992;109950;0,62;67231;0;0;CCZ;Acciones de Regulación;2;km por formula basica;;;;;
1/10/2021;18118102;SAN CRISTÓBAL;148;GAVIOTAS A;CDGOV0006;6;2;Ida;Z15-4296;10:38:00 a. m.;79,596;157088;157088;72,528;7068;0;0;Mtto;Bus varado en la vía;2;km por formula basica;;;;;
