Fecha;Id_Ick;Zona;Ruta_CE;COP;Servicio Bus;Coche;Viaje Línea;Sentido;Bus;Hora Teórica;Km_Programado;Operador_programado;Operador Ejecutado;KM_Elim_EIC;km EIC;Km Descontados Inicio de Viaje;Km Descontados fin de Viaje;Responsable;Observación;Validador EIC;Titulo Validador;Revisor;Objeta;Pruebas;Observacion_novedad;Responsable_#2
1/10/2021;;SAN CRISTÓBAL;111;BOSA;CDGS40005;5;7;Ida;Z15-4240;7:57:00 p. m.;0;158319;;0;0;0;0;Sustituido;Sustituido;20;Sustituido;;;;;
1/10/2021;;SAN CRISTÓBAL;111;BOSA;CDGS40007;7;7;Ida;Z15-4235;8:07:00 p. m.;0;157769;;0;0;0;0;Sustituido;Sustituido;20;Sustituido;;;;;
1/10/2021;;SAN CRISTÓBAL;111;BOSA;CDGS40012;12;7;Ida;Z15-4270;8:42:00 p. m.;0;157704;;0;0;0;0;Sustituido;Sustituido;20;Sustituido;;;;;
1/10/2021;;SAN CRISTÓBAL;111;BOSA;CDGS40025;25;7;Ida;Z15-4097;10:12:30 p. m.;0;157554;;0;0;0;0;Sustituido;Sustituido;20;Sustituido;;;;;
1/10/2021;;SAN CRISTÓBAL;111;BOSA;CDGS40029;29;5;Ida;Z17-4009;5:15:00 p. m.;0;153566;;0;0;0;0;Sustituido;Sustituido;20;Sustituido;;;;;
1/10/2021;;SAN CRISTÓBAL;111;BOSA;CDGS40029;29;7;Ida;;10:30:00 p. m.;0;157358;;0;0;0;0;Sustituido;Sustituido;20;Sustituido;;;;;
1/10/2021;;SAN CRISTÓBAL;111;BOSA;CDGS40032;32;5;Ida;Z15-4238;6:03:00 p. m.;0;157928;;0;0;0;0;Sustituido;Sustituido;20;Sustituido;;;;;
1/10/2021;;SAN CRISTÓBAL;111;BOSA;CDGS40033;33;5;Ida;Z15-4249;6:17:00 p. m.;0;157927;;0;0;0;0;Sustituido;Sustituido;20;Sustituido;;;;;
1/10/2021;;SAN CRISTÓBAL;114A;GAVIOTAS B;CDGP90002;2;7;Ida;Z15-2001;7:52:00 p. m.;0;158316;;0;0;0;0;Sustituido;Sustituido;20;Sustituido;;;;;
1/10/2021;;SAN CRISTÓBAL;114A;GAVIOTAS B;CDGP90002;2;8;Ida;;10:00:00 p. m.;0;158316;;0;0;0;0;Sustituido;Sustituido;20;Sustituido;;;;;
1/10/2021;;SAN CRISTÓBAL;139;GAVIOTAS A;CDGK30012;12;7;Ida;;6:50:00 p. m.;0;152457;;0;0;0;0;Sustituido;Sustituido;20;Sustituido;;;;;
1/10/2021;;SAN CRISTÓBAL;139;GAVIOTAS A;CDGK30015;15;7;Ida;Z15-4161;7:22:00 p. m.;0;155350;;0;0;0;0;Sustituido;Sustituido;20;Sustituido;;;;;
1/10/2021;;SAN CRISTÓBAL;139;GAVIOTAS A;CDGK30019;19;5;Ida;Z15-4135;2:21:00 p. m.;0;157043;;0;0;0;0;Sustituido;Sustituido;20;Sustituido;;;;;
1/10/2021;;SAN CRISTÓBAL;139;GAVIOTAS A;CDGK30019;19;7;Ida;Z15-4135;7:46:00 p. m.;0;157043;;0;0;0;0;Sustituido;Sustituido;20;Sustituido;;;;;
1/10/2021;;SAN CRISTÓBAL;139;GAVIOTAS A;CDGK30031;31;5;Ida;;3:49:00 p. m.;0;156150;;0;0;0;0;Sustituido;Sustituido;20;Sustituido;;;;;
1/10/2021;;SAN CRISTÓBAL;139;GAVIOTAS A;CDGK30031;31;7;Ida;;9:06:00 p. m.;0;156150;;0;0;0;0;Sustituido;Sustituido;20;Sustituido;;;;;
1/10/2021;;SAN CRISTÓBAL;148;GAVIOTAS A;CDGOV0010;10;3;Ida;Z15-4390;2:24:00 p. m.;0;158111;;0;0;0;0;Sustituido;Sustituido;20;Sustituido;;;;;
1/10/2021;;SAN CRISTÓBAL;148;GAVIOTAS A;CDGOV0011;11;3;Ida;Z15-4160;6:21:00 p. m.;0;156611;;0;0;0;0;Sustituido;Sustituido;20;Sustituido;;;;;
1/10/2021;;SAN CRISTÓBAL;148;GAVIOTAS A;CDGOV0012;12;3;Ida;Z15-4155;6:50:00 p. m.;0;157301;;0;0;0;0;Sustituido;Sustituido;20;Sustituido;;;;;
1/10/2021;;SAN CRISTÓBAL;148;GAVIOTAS A;CDGOV0013;13;3;Ida;Z15-4144;3:19:00 p. m.;0;154846;;0;0;0;0;Sustituido;Sustituido;20;Sustituido;;;;;
1/10/2021;;SAN CRISTÓBAL;148;GAVIOTAS A;CDGOV0017;17;2;Ida;Z15-4332;12:49:00 p. m.;0;155419;;0;0;0;0;Sustituido;Sustituido;20;Sustituido;;;;;
1/10/2021;;SAN CRISTÓBAL;148;GAVIOTAS A;CDGOV0018;18;3;Ida;Z15-4396;8:00:00 p. m.;0;156731;;0;0;0;0;Sustituido;Sustituido;20;Sustituido;;;;;
1/10/2021;;SAN CRISTÓBAL;228;CRUCES;CDGV40006;6;5;Ida;Z15-4404;12:58:30 p. m.;0;156826;;0;0;0;0;Sustituido;Sustituido;20;Sustituido;;;;;
1/10/2021;;SAN CRISTÓBAL;228;CRUCES;CDGV40006;6;6;Vuelta;;3:35:30 p. m.;0;156826;;0;0;0;0;Sustituido;Sustituido;20;Sustituido;;;;;
1/10/2021;;SAN CRISTÓBAL;228;CRUCES;CDGV40006;6;7;Ida;;6:47:00 p. m.;0;157282;;0;0;0;0;Sustituido;Sustituido;20;Sustituido;;;;;
1/10/2021;;SAN CRISTÓBAL;228;CRUCES;CDGV40006;6;8;Vuelta;;9:08:30 p. m.;0;157282;;0;0;0;0;Sustituido;Sustituido;20;Sustituido;;;;;
1/10/2021;;SAN CRISTÓBAL;228;CRUCES;CDGV40007;7;5;Ida;Z15-4298;1:25:15 p. m.;0;157096;;0;0;0;0;Sustituido;Sustituido;20;Sustituido;;;;;
1/10/2021;;SAN CRISTÓBAL;228;CRUCES;CDGV40007;7;6;Vuelta;;4:02:15 p. m.;0;157096;;0;0;0;0;Sustituido;Sustituido;20;Sustituido;;;;;
1/10/2021;;SAN CRISTÓBAL;228;CRUCES;CDGV40007;7;7;Ida;;7:17:00 p. m.;0;157284;;0;0;0;0;Sustituido;Sustituido;20;Sustituido;;;;;
1/10/2021;;SAN CRISTÓBAL;228;CRUCES;CDGV40007;7;8;Vuelta;;9:19:00 p. m.;0;157284;;0;0;0;0;Sustituido;Sustituido;20;Sustituido;;;;;
1/10/2021;;SAN CRISTÓBAL;256;GAVIOTAS A;CDGUB0001;1;7;Ida;Z15-4260;9:12:45 a. m.;0;157718;;0;0;0;0;Sustituido;Sustituido;20;Sustituido;;;;;
1/10/2021;;SAN CRISTÓBAL;256;GAVIOTAS A;CDGUB0001;1;9;Ida;;11:29:30 a. m.;0;157718;;0;0;0;0;Sustituido;Sustituido;20;Sustituido;;;;;
1/10/2021;;SAN CRISTÓBAL;256;GAVIOTAS A;CDGUB0001;1;11;Ida;;1:49:45 p. m.;0;155980;;0;0;0;0;Sustituido;Sustituido;20;Sustituido;;;;;
1/10/2021;;SAN CRISTÓBAL;256;GAVIOTAS A;CDGUB0001;1;13;Ida;;4:03:00 p. m.;0;155980;;0;0;0;0;Sustituido;Sustituido;20;Sustituido;;;;;
1/10/2021;;SAN CRISTÓBAL;256;GAVIOTAS A;CDGUB0001;1;15;Ida;;6:30:30 p. m.;0;156271;;0;0;0;0;Sustituido;Sustituido;20;Sustituido;;;;;
1/10/2021;;SAN CRISTÓBAL;256;GAVIOTAS A;CDGUB0001;1;17;Ida;;8:51:30 p. m.;0;156271;;0;0;0;0;Sustituido;Sustituido;20;Sustituido;;;;;
1/10/2021;;SAN CRISTÓBAL;256;GAVIOTAS A;CDGUB0001;1;19;Ida;;10:26:30 p. m.;0;156271;;0;0;0;0;Sustituido;Sustituido;20;Sustituido;;;;;
1/10/2021;;SAN CRISTÓBAL;256;GAVIOTAS A;CDGUB0003;3;11;Ida;Z15-4148;2:22:30 p. m.;0;155841;;0;0;0;0;Sustituido;Sustituido;20;Sustituido;;;;;
1/10/2021;;SAN CRISTÓBAL;256;GAVIOTAS A;CDGUB0003;3;13;Ida;;4:33:30 p. m.;0;155841;;0;0;0;0;Sustituido;Sustituido;20;Sustituido;;;;;
1/10/2021;;SAN CRISTÓBAL;256;GAVIOTAS A;CDGUB0003;3;15;Ida;;6:58:30 p. m.;0;157237;;0;0;0;0;Sustituido;Sustituido;20;Sustituido;;;;;
1/10/2021;;SAN CRISTÓBAL;256;GAVIOTAS A;CDGUB0003;3;17;Ida;;9:05:30 p. m.;0;157237;;0;0;0;0;Sustituido;Sustituido;20;Sustituido;;;;;
1/10/2021;;SAN CRISTÓBAL;256;GAVIOTAS A;CDGUB0004;4;11;Ida;Z15-4209;2:32:30 p. m.;0;152667;;0;0;0;0;Sustituido;Sustituido;20;Sustituido;;;;;
1/10/2021;;SAN CRISTÓBAL;256;GAVIOTAS A;CDGUB0004;4;13;Ida;;4:47:30 p. m.;0;152667;;0;0;0;0;Sustituido;Sustituido;20;Sustituido;;;;;
1/10/2021;;SAN CRISTÓBAL;256;GAVIOTAS A;CDGUB0004;4;15;Ida;;7:12:30 p. m.;0;157146;;0;0;0;0;Sustituido;Sustituido;20;Sustituido;;;;;
1/10/2021;;SAN CRISTÓBAL;256;GAVIOTAS A;CDGUB0004;4;17;Ida;;9:19:30 p. m.;0;157146;;0;0;0;0;Sustituido;Sustituido;20;Sustituido;;;;;
1/10/2021;;SAN CRISTÓBAL;256;GAVIOTAS A;CDGUB0004;4;19;Ida;;10:44:00 p. m.;0;157146;;0;0;0;0;Sustituido;Sustituido;20;Sustituido;;;;;
1/10/2021;;SAN CRISTÓBAL;256;GAVIOTAS A;CDGUB0007;7;9;Ida;Z15-4163;1:01:45 p. m.;0;157332;;0;0;0;0;Sustituido;Sustituido;20;Sustituido;;;;;
1/10/2021;;SAN CRISTÓBAL;256;GAVIOTAS A;CDGUB0007;7;11;Ida;;3:10:00 p. m.;0;157332;;0;0;0;0;Sustituido;Sustituido;20;Sustituido;;;;;
1/10/2021;;SAN CRISTÓBAL;256;GAVIOTAS A;CDGUB0007;7;13;Ida;;5:31:30 p. m.;0;157091;;0;0;0;0;Sustituido;Sustituido;20;Sustituido;;;;;
1/10/2021;;SAN CRISTÓBAL;256;GAVIOTAS A;CDGUB0007;7;15;Ida;;7:55:15 p. m.;0;157341;;0;0;0;0;Sustituido;Sustituido;20;Sustituido;;;;;
1/10/2021;;SAN CRISTÓBAL;256;GAVIOTAS A;CDGUB0007;7;17;Ida;;9:47:30 p. m.;0;157341;;0;0;0;0;Sustituido;Sustituido;20;Sustituido;;;;;
1/10/2021;;SAN CRISTÓBAL;256;GAVIOTAS A;CDGUB0008;8;9;Ida;Z15-4159;1:16:45 p. m.;0;156142;;0;0;0;0;Sustituido;Sustituido;20;Sustituido;;;;;
1/10/2021;;SAN CRISTÓBAL;256;GAVIOTAS A;CDGUB0008;8;11;Ida;;3:24:00 p. m.;0;156142;;0;0;0;0;Sustituido;Sustituido;20;Sustituido;;;;;
1/10/2021;;SAN CRISTÓBAL;256;GAVIOTAS A;CDGUB0008;8;13;Ida;;5:46:30 p. m.;0;155951;;0;0;0;0;Sustituido;Sustituido;20;Sustituido;;;;;
1/10/2021;;SAN CRISTÓBAL;256;GAVIOTAS A;CDGUB0008;8;15;Ida;;8:09:30 p. m.;0;155951;;0;0;0;0;Sustituido;Sustituido;20;Sustituido;;;;;
1/10/2021;;SAN CRISTÓBAL;256;GAVIOTAS A;CDGUB0009;9;7;Ida;Z15-4152;11:13:00 a. m.;0;156049;;0;0;0;0;Sustituido;Sustituido;20;Sustituido;;;;;
1/10/2021;;SAN CRISTÓBAL;256;GAVIOTAS A;CDGUB0009;9;9;Ida;;1:32:45 p. m.;0;156049;;0;0;0;0;Sustituido;Sustituido;20;Sustituido;;;;;
1/10/2021;;SAN CRISTÓBAL;256;GAVIOTAS A;CDGUB0009;9;11;Ida;;3:38:00 p. m.;0;156922;;0;0;0;0;Sustituido;Sustituido;20;Sustituido;;;;;
1/10/2021;;SAN CRISTÓBAL;256;GAVIOTAS A;CDGUB0009;9;13;Ida;;6:02:00 p. m.;0;156922;;0;0;0;0;Sustituido;Sustituido;20;Sustituido;;;;;
1/10/2021;;SAN CRISTÓBAL;256;GAVIOTAS A;CDGUB0009;9;15;Ida;;8:23:30 p. m.;0;156785;;0;0;0;0;Sustituido;Sustituido;20;Sustituido;;;;;
1/10/2021;;SAN CRISTÓBAL;256;GAVIOTAS A;CDGUB0009;9;17;Ida;;10:01:30 p. m.;0;156785;;0;0;0;0;Sustituido;Sustituido;20;Sustituido;;;;;
1/10/2021;;SAN CRISTÓBAL;256;GAVIOTAS A;CDGUB0010;10;5;Ida;Z15-4392;9:02:45 a. m.;0;156163;;0;0;0;0;Sustituido;Sustituido;20;Sustituido;;;;;
1/10/2021;;SAN CRISTÓBAL;256;GAVIOTAS A;CDGUB0010;10;7;Ida;;3:50:00 p. m.;0;156187;;0;0;0;0;Sustituido;Sustituido;20;Sustituido;;;;;
1/10/2021;;SAN CRISTÓBAL;256;GAVIOTAS A;CDGUB0010;10;9;Ida;;6:16:30 p. m.;0;157085;;0;0;0;0;Sustituido;Sustituido;20;Sustituido;;;;;
1/10/2021;;SAN CRISTÓBAL;256;GAVIOTAS A;CDGUB0010;10;11;Ida;;8:37:30 p. m.;0;156174;;0;0;0;0;Sustituido;Sustituido;20;Sustituido;;;;;
1/10/2021;;SAN CRISTÓBAL;256;GAVIOTAS A;CDGUB0010;10;13;Ida;;10:14:00 p. m.;0;156174;;0;0;0;0;Sustituido;Sustituido;20;Sustituido;;;;;
1/10/2021;;SAN CRISTÓBAL;786;BOSA;CDGV10015;15;5;Ida;Z15-7023;3:10:00 p. m.;0;154181;;0;0;0;0;Sustituido;Sustituido;20;Sustituido;;;;;
1/10/2021;;SAN CRISTÓBAL;786;BOSA;CDGV10015;15;7;Ida;;8:51:00 p. m.;0;154181;;0;0;0;0;Sustituido;Sustituido;20;Sustituido;;;;;
1/10/2021;;SAN CRISTÓBAL;L804;CRUCES;RTC290395;4;2;Ida;;8:56:00 p. m.;4,651;;;4,651;0;0;0;Cop;No se presenta operador a realizar servicio;;;;;;;
1/10/2021;;SAN CRISTÓBAL;LA805;GAVIOTAS A;CDGSN0001;1;4;Ida;Z15-7049;11:50:30 a. m.;0;157026;;0;0;0;0;Sustituido;Sustituido;20;Sustituido;;;;;
1/10/2021;;SAN CRISTÓBAL;LA805;GAVIOTAS A;CDGSN0001;1;5;Ida;Z15-7049;3:05:30 p. m.;0;158218;;0;0;0;0;Sustituido;Sustituido;20;Sustituido;;;;;
1/10/2021;;SAN CRISTÓBAL;LA805;GAVIOTAS A;CDGSN0001;1;6;Ida;;6:19:00 p. m.;0;157120;;0;0;0;0;Sustituido;Sustituido;20;Sustituido;;;;;
1/10/2021;;SAN CRISTÓBAL;LA805;GAVIOTAS A;CDGSN0001;1;7;Ida;;9:25:00 p. m.;0;157120;;0;0;0;0;Sustituido;Sustituido;20;Sustituido;;;;;
1/10/2021;;SAN CRISTÓBAL;LA805;GAVIOTAS A;CDGSN0003;3;6;Ida;Z15-7034;6:56:30 p. m.;0;158216;;0;0;0;0;Sustituido;Sustituido;20;Sustituido;;;;;
1/10/2021;;SAN CRISTÓBAL;LA805;GAVIOTAS A;CDGSN0003;3;7;Ida;;10:00:00 p. m.;0;158216;;0;0;0;0;Sustituido;Sustituido;20;Sustituido;;;;;
1/10/2021;;SAN CRISTÓBAL;LA805;GAVIOTAS A;CDGSN0006;6;4;Ida;Z15-7016;1:09:30 p. m.;0;157257;;0;0;0;0;Sustituido;Sustituido;20;Sustituido;;;;;
1/10/2021;;SAN CRISTÓBAL;LA805;GAVIOTAS A;CDGSN0006;6;5;Ida;;4:26:30 p. m.;0;153769;;0;0;0;0;Sustituido;Sustituido;20;Sustituido;;;;;
1/10/2021;;SAN CRISTÓBAL;LA805;GAVIOTAS A;CDGSN0006;6;6;Ida;;7:40:00 p. m.;0;158210;;0;0;0;0;Sustituido;Sustituido;20;Sustituido;;;;;
1/10/2021;;SAN CRISTÓBAL;LA805;GAVIOTAS A;CDGSN0007;7;3;Ida;;10:23:00 a. m.;0;155852;;0;0;0;0;Sustituido;Sustituido;20;Sustituido;;;;;
1/10/2021;;SAN CRISTÓBAL;LA805;GAVIOTAS A;CDGSN0007;7;4;Ida;;1:33:30 p. m.;0;155852;;0;0;0;0;Sustituido;Sustituido;20;Sustituido;;;;;
1/10/2021;;SAN CRISTÓBAL;LA805;GAVIOTAS A;CDGSN0007;7;5;Ida;;4:51:30 p. m.;0;155084;;0;0;0;0;Sustituido;Sustituido;20;Sustituido;;;;;
1/10/2021;;SAN CRISTÓBAL;LA805;GAVIOTAS A;CDGSN0007;7;6;Ida;;8:09:00 p. m.;0;155084;;0;0;0;0;Sustituido;Sustituido;20;Sustituido;;;;;
1/10/2021;;SAN CRISTÓBAL;LA805;GAVIOTAS A;CDGSN0010;10;3;Ida;Z15-7075;10:56:00 a. m.;0;155449;;0;0;0;0;Sustituido;Sustituido;20;Sustituido;;;;;
1/10/2021;;SAN CRISTÓBAL;LA805;GAVIOTAS A;CDGSN0010;10;4;Ida;;2:09:30 p. m.;0;155036;;0;0;0;0;Sustituido;Sustituido;20;Sustituido;;;;;
1/10/2021;;SAN CRISTÓBAL;LA805;GAVIOTAS A;CDGSN0010;10;5;Ida;;5:29:00 p. m.;0;157257;;0;0;0;0;Sustituido;Sustituido;20;Sustituido;;;;;
1/10/2021;;SAN CRISTÓBAL;LA805;GAVIOTAS A;CDGSN0010;10;6;Ida;;8:39:00 p. m.;0;157257;;0;0;0;0;Sustituido;Sustituido;20;Sustituido;;;;;
1/10/2021;;SAN CRISTÓBAL;LA805;GAVIOTAS A;CDGSN0011;11;2;Ida;Z15-7049;8:18:00 a. m.;0;157288;;0;0;0;0;Sustituido;Sustituido;20;Sustituido;;;;;
1/10/2021;;SAN CRISTÓBAL;LA805;GAVIOTAS A;CDGSN0011;11;3;Ida;;11:12:30 a. m.;0;157982;;0;0;0;0;Sustituido;Sustituido;20;Sustituido;;;;;
1/10/2021;;SAN CRISTÓBAL;LA805;GAVIOTAS A;CDGSN0011;11;4;Ida;;2:23:30 p. m.;0;158214;;0;0;0;0;Sustituido;Sustituido;20;Sustituido;;;;;
1/10/2021;;SAN CRISTÓBAL;LA805;GAVIOTAS A;CDGSN0011;11;5;Ida;;5:41:30 p. m.;0;154507;;0;0;0;0;Sustituido;Sustituido;20;Sustituido;;;;;
1/10/2021;;SAN CRISTÓBAL;LA805;GAVIOTAS A;CDGSN0011;11;6;Ida;;8:54:00 p. m.;0;154507;;0;0;0;0;Sustituido;Sustituido;20;Sustituido;;;;;
1/10/2021;;SAN CRISTÓBAL;LA805;GAVIOTAS A;CDGSN0012;12;3;Ida;Z15-4141;11:31:30 a. m.;0;158116;;0;0;0;0;Sustituido;Sustituido;20;Sustituido;;;;;
1/10/2021;;SAN CRISTÓBAL;LA805;GAVIOTAS A;CDGSN0012;12;4;Ida;;2:51:30 p. m.;0;158209;;0;0;0;0;Sustituido;Sustituido;20;Sustituido;;;;;
1/10/2021;;SAN CRISTÓBAL;LA805;GAVIOTAS A;CDGSN0012;12;5;Ida;;6:06:30 p. m.;0;155852;;0;0;0;0;Sustituido;Sustituido;20;Sustituido;;;;;
1/10/2021;;SAN CRISTÓBAL;LA805;GAVIOTAS A;CDGSN0013;13;4;Ida;;3:33:30 p. m.;0;157026;;0;0;0;0;Sustituido;Sustituido;20;Sustituido;;;;;
1/10/2021;;SAN CRISTÓBAL;LA805;GAVIOTAS A;CDGSN0013;13;5;Ida;;6:44:00 p. m.;0;157026;;0;0;0;0;Sustituido;Sustituido;20;Sustituido;;;;;
1/10/2021;;SAN CRISTÓBAL;LA805;GAVIOTAS A;RTC401603;116;1;Ida;;5:53:22 p. m.;36,33;;;36,33;0;0;0;CCZ;Retoma de viaje;;;;;;;
1/10/2021;;SAN CRISTÓBAL;LA809;CRUCES;CDGU50001;1;4;Ida;Z15-4257;11:07:00 a. m.;0;157636;;0;0;0;0;Sustituido;Sustituido;20;Sustituido;;;;;
1/10/2021;;SAN CRISTÓBAL;LA809;CRUCES;CDGU50001;1;5;Ida;Z15-4257;1:40:00 p. m.;0;157859;;0;0;0;0;Sustituido;Sustituido;20;Sustituido;;;;;
1/10/2021;;SAN CRISTÓBAL;LA809;CRUCES;CDGU50001;1;6;Ida;;4:31:00 p. m.;0;157859;;0;0;0;0;Sustituido;Sustituido;20;Sustituido;;;;;
1/10/2021;;SAN CRISTÓBAL;LA809;CRUCES;CDGU50001;1;7;Ida;;7:01:00 p. m.;0;157859;;0;0;0;0;Sustituido;Sustituido;20;Sustituido;;;;;
1/10/2021;;SAN CRISTÓBAL;LA809;CRUCES;CDGU50005;5;4;Ida;Z15-4300;11:57:00 a. m.;0;158359;;0;0;0;0;Sustituido;Sustituido;20;Sustituido;;;;;
1/10/2021;;SAN CRISTÓBAL;LA809;CRUCES;CDGU50005;5;5;Ida;;2:49:00 p. m.;0;158359;;0;0;0;0;Sustituido;Sustituido;20;Sustituido;;;;;
1/10/2021;;SAN CRISTÓBAL;LA809;CRUCES;CDGU50005;5;6;Ida;;5:23:00 p. m.;0;158359;;0;0;0;0;Sustituido;Sustituido;20;Sustituido;;;;;
1/10/2021;;SAN CRISTÓBAL;LA809;CRUCES;CDGU50012;12;4;Ida;Z15-4068;1:07:00 p. m.;0;158352;;0;0;0;0;Sustituido;Sustituido;20;Sustituido;;;;;
1/10/2021;;SAN CRISTÓBAL;LA809;CRUCES;CDGU50012;12;5;Ida;;3:58:00 p. m.;0;158352;;0;0;0;0;Sustituido;Sustituido;20;Sustituido;;;;;
1/10/2021;;SAN CRISTÓBAL;LA809;CRUCES;CDGU50012;12;6;Ida;;6:28:00 p. m.;0;158352;;0;0;0;0;Sustituido;Sustituido;20;Sustituido;;;;;
1/10/2021;;SAN CRISTÓBAL;LD800;GAVIOTAS B;CDGUR0001;1;4;Ida;Z17-2001;6:35:00 p. m.;0;157993;;0;0;0;0;Sustituido;Sustituido;20;Sustituido;;;;;
1/10/2021;;SAN CRISTÓBAL;LD800;GAVIOTAS B;CDGUR0002;2;4;Ida;Z17-4005;6:53:15 p. m.;0;158071;;0;0;0;0;Sustituido;Sustituido;20;Sustituido;;;;;
1/10/2021;;SAN CRISTÓBAL;LD800;GAVIOTAS B;CDGUR0003;3;4;Ida;Z15-2032;7:09:00 p. m.;0;157614;;0;0;0;0;Sustituido;Sustituido;20;Sustituido;;;;;
1/10/2021;;SAN CRISTÓBAL;LD800;GAVIOTAS B;CDGUR0008;8;4;Ida;Z15-4313;8:12:15 p. m.;0;157340;;0;0;0;0;Sustituido;Sustituido;20;Sustituido;;;;;
1/10/2021;;SAN CRISTÓBAL;LD800;GAVIOTAS B;CDGUR0014;14;3;Ida;Z15-2010;8:31:15 p. m.;0;157360;;0;0;0;0;Sustituido;Sustituido;20;Sustituido;;;;;
1/10/2021;;SAN CRISTÓBAL;LD800;GAVIOTAS B;CDGUR0015;15;3;Ida;Z15-4318;3:21:00 p. m.;0;155167;;0;0;0;0;Sustituido;Sustituido;20;Sustituido;;;;;
1/10/2021;;SAN CRISTÓBAL;LD800;GAVIOTAS B;CDGUR0021;21;3;Ida;Z15-4000;4:18:00 p. m.;0;157159;;0;0;0;0;Sustituido;Sustituido;20;Sustituido;;;;;
1/10/2021;;SAN CRISTÓBAL;LD800;GAVIOTAS B;CDGUR0022;22;3;Ida;Z15-4367;4:37:00 p. m.;0;158013;;0;0;0;0;Sustituido;Sustituido;20;Sustituido;;;;;
1/10/2021;;SAN CRISTÓBAL;LD800;GAVIOTAS B;CDGUR0023;23;3;Ida;Z15-2028;4:47:00 p. m.;0;157793;;0;0;0;0;Sustituido;Sustituido;20;Sustituido;;;;;
1/10/2021;;SAN CRISTÓBAL;LD800;GAVIOTAS B;CDGUR0024;24;3;Ida;Z15-4310;8:48:15 p. m.;0;157239;;0;0;0;0;Sustituido;Sustituido;20;Sustituido;;;;;
1/10/2021;;SAN CRISTÓBAL;LD800;GAVIOTAS B;CDGUR0025;25;3;Ida;Z15-4233;4:56:00 p. m.;0;158055;;0;0;0;0;Sustituido;Sustituido;20;Sustituido;;;;;
1/10/2021;;SAN CRISTÓBAL;LD800;GAVIOTAS B;CDGUR0025;25;4;Ida;;9:43:30 p. m.;0;157806;;0;0;0;0;Sustituido;Sustituido;20;Sustituido;;;;;
1/10/2021;;SAN CRISTÓBAL;LD800;GAVIOTAS B;CDGUR0029;29;4;Ida;Z15-2028;10:00:00 p. m.;0;157807;;0;0;0;0;Sustituido;Sustituido;20;Sustituido;;;;;
1/10/2021;;SAN CRISTÓBAL;LD800;GAVIOTAS B;CDGUR0031;31;3;Ida;Z15-4401;6:02:00 p. m.;0;157882;;0;0;0;0;Sustituido;Sustituido;20;Sustituido;;;;;
1/10/2021;;SAN CRISTÓBAL;LH613;GAVIOTAS B;CDGT70005;5;4;Ida;;8:12:00 p. m.;0;158026;;0;0;0;0;Sustituido;Sustituido;20;Sustituido;;;;;
1/10/2021;;SAN CRISTÓBAL;LH613;GAVIOTAS B;CDGT70005;5;5;Ida;;11:00:00 p. m.;0;158026;;0;0;0;0;Sustituido;Sustituido;20;Sustituido;;;;;
1/10/2021;;SAN CRISTÓBAL;LK801;GAVIOTAS B;CDGS90002;2;6;Ida;;10:30:00 p. m.;0;158114;;0;0;0;0;Sustituido;Sustituido;20;Sustituido;;;;;
1/10/2021;;SAN CRISTÓBAL;LK801;GAVIOTAS B;CDGS90007;7;2;Ida;Z17-2002;8:16:00 a. m.;0;157626;;0;0;0;0;Sustituido;Sustituido;20;Sustituido;;;;;
1/10/2021;;SAN CRISTÓBAL;LK801;GAVIOTAS B;CDGS90007;7;3;Ida;;12:13:00 p. m.;0;158043;;0;0;0;0;Sustituido;Sustituido;20;Sustituido;;;;;
1/10/2021;;SAN CRISTÓBAL;LK801;GAVIOTAS B;CDGS90007;7;4;Ida;;4:52:00 p. m.;0;158381;;0;0;0;0;Sustituido;Sustituido;20;Sustituido;;;;;
1/10/2021;;SAN CRISTÓBAL;LK801;GAVIOTAS B;CDGS90007;7;5;Ida;;9:05:00 p. m.;0;158381;;0;0;0;0;Sustituido;Sustituido;20;Sustituido;;;;;
1/10/2021;;SAN CRISTÓBAL;LK801;GAVIOTAS B;CDGS90011;11;2;Ida;Z15-4310;9:23:00 a. m.;0;157724;;0;0;0;0;Sustituido;Sustituido;20;Sustituido;;;;;
1/10/2021;;SAN CRISTÓBAL;LK801;GAVIOTAS B;CDGS90011;11;3;Ida;;2:06:00 p. m.;0;157614;;0;0;0;0;Sustituido;Sustituido;20;Sustituido;;;;;
1/10/2021;;SAN CRISTÓBAL;LK801;GAVIOTAS B;CDGS90011;11;4;Ida;;6:46:00 p. m.;0;157572;;0;0;0;0;Sustituido;Sustituido;20;Sustituido;;;;;
1/10/2021;;SAN CRISTÓBAL;LK801;GAVIOTAS B;CDGS90011;11;5;Ida;;9:55:15 p. m.;0;157572;;0;0;0;0;Sustituido;Sustituido;20;Sustituido;;;;;
1/10/2021;;SAN CRISTÓBAL;LK803;GAVIOTAS B;CDGSA0011;11;3;Ida;Z15-4055;12:27:00 p. m.;0;157793;;0;0;0;0;Sustituido;Sustituido;20;Sustituido;;;;;
1/10/2021;;SAN CRISTÓBAL;LK803;GAVIOTAS B;CDGSA0011;11;4;Ida;;4:16:00 p. m.;0;158300;;0;0;0;0;Sustituido;Sustituido;20;Sustituido;;;;;
1/10/2021;;SAN CRISTÓBAL;LK803;GAVIOTAS B;CDGSA0012;12;5;Ida;Z15-2050;8:32:00 p. m.;0;157582;;0;0;0;0;Sustituido;Sustituido;20;Sustituido;;;;;
